User_ID,Influencer_Name,Week,Clicked,Visited_Landing,Downloaded_Offer,Purchased,Cart_Value_USD,Campaign_Name,Platform,Followers,Tier,Engagement_Rate,Cost,Conversions,ROI,Revenue,Impressions,Clicks,Fake_Follower_%,Brand_Safety_Rating,Safety_Bucket,Content_Match_Score,Posting_Frequency,Story_View_Rate_%,Would_Rehire,Sentiment_Score,AdCred_Score
U0575,Influencer_83,1,1,1,1,1,26.70,Campaign_8,YouTube,565710,Mega,6.95,1551.1,69.00,1.41,2187.05,273825,9379,32.42,3,Medium,0.79,21,37.65,1,0.66,0.64
U0575,Influencer_83,2,1,1,1,1,38.05,Campaign_8,YouTube,565710,Mega,6.95,1551.1,69.00,1.41,2187.05,273825,9379,32.42,3,Medium,0.79,21,37.65,1,0.66,0.64
U0575,Influencer_83,3,1,1,1,0,0.00,Campaign_8,YouTube,565710,Mega,6.95,1551.1,69.00,1.41,2187.05,273825,9379,32.42,3,Medium,0.79,21,37.65,1,0.66,0.64
U0576,Influencer_119,1,0,0,0,0,0.00,Campaign_6,YouTube,1939679,Mega,4.70,1522.87,116.00,1.18,1796.99,3218818,312725,20.94,3,Medium,0.67,46,47.15,0,0.34,0.64
U0576,Influencer_119,2,0,0,0,0,0.00,Campaign_6,YouTube,1939679,Mega,7.00,1522.87,116.00,1.18,1796.99,3218818,312725,29.72,3,Medium,0.67,46,47.15,0,0.34,0.64
U0576,Influencer_119,3,0,0,0,0,0.00,Campaign_6,YouTube,1939679,Mega,7.00,1522.87,116.00,1.18,1796.99,3218818,312725,29.72,3,Medium,0.67,46,47.15,0,0.34,0.64
U0577,Influencer_270,1,1,1,1,0,0.00,Campaign_4,TikTok,753132,Mega,8.13,1574.13,97.00,3.41,5367.78,627591,38620,24.1,4,High,0.8,9,49.8,1,0.83,0.75
U0577,Influencer_270,2,0,0,0,0,0.00,Campaign_4,TikTok,753132,Mega,8.13,1574.13,97.00,3.41,5367.78,627591,38620,19.22,4,High,0.8,9,49.8,1,0.83,0.75
U0577,Influencer_270,3,0,0,0,0,0.00,Campaign_4,TikTok,753132,Mega,8.13,1574.13,97.00,3.41,5367.78,627591,38620,24.1,4,High,0.8,9,49.8,1,0.83,0.75
U0578,Influencer_171,1,0,0,0,0,0.00,Campaign_5,TikTok,1210459,Mega,4.54,4789.96,170.00,1.42,6801.74,1726798,111763,38.71,4,High,0.48,26,38.25,1,0.57,0.63
U0578,Influencer_171,2,0,0,0,0,0.00,Campaign_5,TikTok,1210459,Mega,4.54,4789.96,170.00,1.42,6801.74,1726798,111763,38.71,4,High,0.48,26,38.25,1,0.57,0.63
U0578,Influencer_171,3,0,0,0,0,0.00,Campaign_5,TikTok,1210459,Mega,4.54,4789.96,170.00,1.42,6801.74,1726798,111763,19.22,4,High,0.48,26,38.25,1,0.57,0.63
U0579,Influencer_139,1,0,0,0,0,0.00,Campaign_3,TikTok,1358429,Mega,4.56,1016.43,89.00,2.69,2734.2,600807,13656,26.76,2,Low,0.45,21,20.44,1,0.89,0.47
U0579,Influencer_139,2,0,0,0,0,0.00,Campaign_3,TikTok,1358429,Mega,4.56,1016.43,7.00,2.69,2734.2,600807,13656,26.76,2,Low,0.45,21,20.44,1,0.89,0.47
U0579,Influencer_139,3,0,0,0,0,0.00,Campaign_3,TikTok,1358429,Mega,4.56,1016.43,7.00,2.69,2734.2,600807,13656,26.76,2,Low,0.45,21,20.44,1,0.89,0.47
U0580,Influencer_214,1,1,1,0,0,0.00,Campaign_5,Instagram,1314279,Mega,1.61,4290.61,17.00,2.77,11884.99,279519,17713,21.29,2,Low,0.89,29,34.77,1,0.87,0.47
U0580,Influencer_214,2,0,0,0,0,0.00,Campaign_5,Instagram,1314279,Mega,5.11,4290.61,17.00,2.77,11884.99,279519,17713,21.29,2,Low,0.89,29,34.77,1,0.87,0.47
U0580,Influencer_214,3,1,1,1,1,68.55,Campaign_5,Instagram,1314279,Mega,1.61,4290.61,17.00,2.77,11884.99,279519,17713,21.29,2,Low,0.89,29,34.77,1,0.87,0.47
U0581,Influencer_12,1,1,1,0,0,0.00,Campaign_19,TikTok,1490749,Mega,9.40,3955.62,81.00,1.36,5379.64,2822904,94781,29.33,2,Low,0.62,23,52.58,1,0.43,0.65
U0581,Influencer_12,2,1,1,1,0,0.00,Campaign_19,TikTok,1490749,Mega,9.40,3955.62,81.00,1.36,5379.64,2822904,94781,19.22,2,Low,0.62,23,52.58,1,0.43,0.65
U0581,Influencer_12,3,0,0,0,0,0.00,Campaign_19,TikTok,1490749,Mega,9.40,3955.62,81.00,1.36,5379.64,2822904,94781,29.33,2,Low,0.62,23,52.58,1,0.43,0.65
U0582,Influencer_185,1,0,0,0,0,0.00,Campaign_7,TikTok,171141,Mid-Tier,2.12,463.23,178.00,3.83,1774.17,55448,4667,37.33,3,Medium,0.94,54,12.71,1,-0.3,0.53
U0582,Influencer_185,2,0,0,0,0,0.00,Campaign_7,TikTok,171141,Mid-Tier,2.12,463.23,178.00,3.83,1774.17,55448,4667,37.33,3,Medium,0.94,54,12.71,1,-0.3,0.53
U0582,Influencer_185,3,0,0,0,0,0.00,Campaign_7,TikTok,171141,Mid-Tier,2.12,463.23,178.00,3.83,1774.17,55448,4667,37.33,3,Medium,0.94,54,12.71,1,-0.3,0.53
U0583,Influencer_133,1,0,0,0,0,0.00,Campaign_13,YouTube,677511,Mega,0.61,734.61,168.00,3.45,2534.4,131420,2565,18.32,3,Medium,0.84,25,31.05,1,0.69,0.6
U0583,Influencer_133,2,0,0,0,0,0.00,Campaign_13,YouTube,677511,Mega,0.61,734.61,168.00,3.45,2534.4,131420,2565,18.32,3,Medium,0.84,25,31.05,1,0.69,0.6
U0583,Influencer_133,3,0,0,0,0,0.00,Campaign_13,YouTube,677511,Mega,0.61,734.61,89.00,3.45,2534.4,131420,2565,18.32,3,Medium,0.84,25,31.05,1,0.69,0.6
U0584,Influencer_132,1,1,0,0,0,0.00,Campaign_4,TikTok,1482615,Mega,4.50,2832.75,180.00,3.68,10424.52,1768925,84236,20.88,3,Medium,0.98,50,55.61,1,0.15,0.67
U0584,Influencer_132,2,0,0,0,0,0.00,Campaign_4,TikTok,1482615,Mega,4.50,2832.75,180.00,3.68,10424.52,1768925,84236,19.22,3,Medium,0.98,50,55.61,1,0.15,0.67
U0584,Influencer_132,3,1,0,0,0,0.00,Campaign_4,TikTok,1482615,Mega,4.50,2832.75,180.00,3.68,10424.52,1768925,84236,20.88,3,Medium,0.98,50,55.61,1,0.15,0.67
U0585,Influencer_276,1,1,0,0,0,0.00,Campaign_3,YouTube,1042735,Mega,6.41,193.47,121.00,2.16,417.9,564937,39518,9.85,2,Low,0.88,18,65.31,1,0.14,0.65
U0585,Influencer_276,2,0,0,0,0,1799.9634089874926,Campaign_3,YouTube,1042735,Mega,6.41,193.47,121.00,2.16,417.9,564937,39518,9.85,2,Low,0.88,18,65.31,1,0.14,0.65
U0585,Influencer_276,3,1,1,0,0,0.00,Campaign_3,YouTube,1042735,Mega,4.70,193.47,121.00,2.16,417.9,564937,39518,9.85,2,Low,0.88,18,65.31,1,0.14,0.65
U0586,Influencer_189,1,0,0,0,0,0.00,Campaign_20,YouTube,1288830,Mega,4.70,3382.26,27.00,1.57,5310.15,1835214,167645,33.42,4,High,0.91,43,35.37,1,0.57,0.62
U0586,Influencer_189,2,1,1,1,0,0.00,Campaign_20,YouTube,1288830,Mega,7.07,3382.26,27.00,1.57,5310.15,1835214,167645,33.42,4,High,0.91,43,35.37,1,0.57,0.62
U0586,Influencer_189,3,0,0,0,0,0.00,Campaign_20,YouTube,1288830,Mega,7.07,3382.26,27.00,1.57,5310.15,1835214,167645,33.42,4,High,0.91,43,35.37,1,0.57,0.62
U0587,Influencer_47,1,1,0,0,0,0.00,Campaign_2,YouTube,1143251,Mega,4.70,385.38,199.00,1.16,447.04,896106,67929,21.58,3,Medium,0.52,40,10.09,1,0.39,0.68
U0587,Influencer_47,2,0,0,0,0,0.00,Campaign_2,YouTube,1143251,Mega,5.59,385.38,199.00,1.16,447.04,896106,67929,21.58,3,Medium,0.52,40,10.09,1,0.39,0.68
U0587,Influencer_47,3,1,0,0,0,0.00,Campaign_2,YouTube,1143251,Mega,5.59,385.38,199.00,1.16,447.04,896106,67929,21.58,3,Medium,0.52,40,10.09,1,0.39,0.68
U0588,Influencer_117,1,1,1,1,0,0.00,Campaign_18,Instagram,1188104,Mega,8.60,3164.03,130.00,2.79,8827.64,713063,54500,21.03,3,Medium,0.93,15,54.02,1,0.13,0.72
U0588,Influencer_117,2,0,0,0,0,0.00,Campaign_18,Instagram,1188104,Mega,5.11,3164.03,130.00,2.79,8827.64,713063,54500,21.03,3,Medium,0.93,15,54.02,1,0.13,0.72
U0588,Influencer_117,3,0,0,0,0,0.00,Campaign_18,Instagram,1188104,Mega,8.60,3164.03,130.00,2.79,8827.64,713063,54500,21.03,3,Medium,0.93,15,54.02,1,0.13,0.72
U0589,Influencer_107,1,0,0,0,0,0.00,Campaign_16,YouTube,1934844,Mega,2.26,4809.6,194.00,3.31,15919.78,2343649,121582,30.63,4,High,0.64,6,59.01,1,0.9,0.66
U0589,Influencer_107,2,0,0,0,0,0.00,Campaign_16,YouTube,1934844,Mega,2.26,4809.6,194.00,3.31,15919.78,2343649,121582,30.63,4,High,0.64,6,59.01,1,0.9,0.66
U0589,Influencer_107,3,0,0,0,0,0.00,Campaign_16,YouTube,1934844,Mega,2.26,4809.6,89.00,3.31,15919.78,2343649,121582,30.63,4,High,0.64,6,59.01,1,0.9,0.66
U0590,Influencer_46,1,1,0,0,0,0.00,Campaign_6,Instagram,1496175,Mega,3.43,2710.47,148.00,2.69,7291.16,477217,11422,15.36,5,High,0.91,27,54.67,1,-0.28,0.61
U0590,Influencer_46,2,0,0,0,0,0.00,Campaign_6,Instagram,1496175,Mega,3.43,2710.47,148.00,2.69,7291.16,477217,11422,18.68,5,High,0.91,27,54.67,1,-0.28,0.61
U0590,Influencer_46,3,1,1,0,0,0.00,Campaign_6,Instagram,1496175,Mega,3.43,2710.47,148.00,2.69,7291.16,477217,11422,15.36,5,High,0.91,27,54.67,1,-0.28,0.61
U0591,Influencer_39,1,1,0,0,0,0.00,Campaign_4,Instagram,698335,Mega,4.10,4142.21,127.00,2.8,11598.19,741009,17462,18.68,3,Medium,0.86,52,50.74,1,0.78,0.67
U0591,Influencer_39,2,1,1,0,0,0.00,Campaign_4,Instagram,698335,Mega,5.11,4142.21,127.00,2.8,11598.19,741009,17462,18.68,3,Medium,0.86,52,50.74,1,0.78,0.67
U0591,Influencer_39,3,1,1,0,0,0.00,Campaign_4,Instagram,698335,Mega,4.10,4142.21,127.00,2.8,11598.19,741009,17462,14.74,3,Medium,0.86,52,50.74,1,0.78,0.67
U0592,Influencer_249,1,0,0,0,0,0.00,Campaign_9,TikTok,1564655,Mega,3.95,564.68,150.00,3.88,2190.96,2783495,243047,19.22,2,Low,0.97,30,27.26,1,0.53,0.64
U0592,Influencer_249,2,1,1,1,0,0.00,Campaign_9,TikTok,1564655,Mega,3.95,564.68,150.00,3.88,2190.96,2783495,243047,27.4,2,Low,0.97,30,27.26,1,0.53,0.64
U0592,Influencer_249,3,1,1,0,0,0.00,Campaign_9,TikTok,1564655,Mega,3.95,564.68,150.00,3.88,2190.96,2783495,243047,27.4,2,Low,0.97,30,27.26,1,0.53,0.64
U0593,Influencer_94,1,0,0,0,0,0.00,Campaign_19,YouTube,525973,Mega,0.67,2135.83,151.00,1.46,3118.31,426581,7605,15.8,4,High,0.62,33,46.13,1,0.78,0.58
U0593,Influencer_94,2,0,0,0,0,0.00,Campaign_19,YouTube,525973,Mega,0.67,2135.83,89.00,1.46,3118.31,426581,7605,15.8,4,High,0.62,33,46.13,1,0.78,0.58
U0593,Influencer_94,3,1,1,1,0,0.00,Campaign_19,YouTube,525973,Mega,0.67,2135.83,151.00,1.46,3118.31,426581,7605,20.94,4,High,0.62,33,46.13,1,0.78,0.58
U0594,Influencer_221,1,0,0,0,0,0.00,Campaign_8,TikTok,1615538,Mega,6.16,958.1,33.00,3.5,3353.35,2951910,224718,41.76,4,High,0.63,33,48.34,1,0.87,0.58
U0594,Influencer_221,2,1,1,1,0,0.00,Campaign_8,TikTok,1615538,Mega,6.16,958.1,89.00,3.5,3353.35,2951910,224718,41.76,4,High,0.63,33,48.34,1,0.87,0.58
U0594,Influencer_221,3,0,0,0,0,0.00,Campaign_8,TikTok,1615538,Mega,5.47,958.1,33.00,3.5,3353.35,2951910,224718,41.76,4,High,0.63,33,48.34,1,0.87,0.58
U0595,Influencer_59,1,0,0,0,0,0.00,Campaign_10,YouTube,1583742,Mega,2.16,2401.46,181.00,2.94,7060.29,549440,22052,28.14,1,Low,0.6,31,45.42,1,0.53,0.54
U0595,Influencer_59,2,0,0,0,0,0.00,Campaign_10,YouTube,1583742,Mega,2.16,2401.46,181.00,2.94,7060.29,549440,22052,28.14,1,Low,0.6,31,45.42,1,0.53,0.54
U0595,Influencer_59,3,1,1,1,0,0.00,Campaign_10,YouTube,1583742,Mega,2.16,2401.46,181.00,2.94,7060.29,549440,22052,28.14,1,Low,0.6,31,45.42,1,0.53,0.54
U0596,Influencer_34,1,1,1,0,0,0.00,Campaign_13,Instagram,1107215,Mega,1.59,4142.66,182.00,0.26,1077.09,429335,11885,14.07,3,Medium,0.76,53,12.35,1,-0.21,0.54
U0596,Influencer_34,2,0,0,0,0,0.00,Campaign_13,Instagram,1107215,Mega,1.59,4142.66,182.00,0.26,1077.09,429335,11885,14.07,3,Medium,0.76,53,12.35,1,-0.21,0.54
U0596,Influencer_34,3,1,1,1,0,0.00,Campaign_13,Instagram,1107215,Mega,1.59,4142.66,182.00,0.26,1077.09,429335,11885,14.07,3,Medium,0.76,53,12.35,1,-0.21,0.54
U0597,Influencer_130,1,1,0,0,0,0.00,Campaign_16,YouTube,1251620,Mega,0.61,4276.14,1.00,0.62,2651.21,1925171,67124,4.75,3,Medium,0.89,5,41.87,1,0.55,0.44
U0597,Influencer_130,2,1,1,1,0,0.00,Campaign_16,YouTube,1251620,Mega,0.61,4276.14,1.00,0.62,2651.21,1925171,67124,4.75,3,Medium,0.89,5,41.87,1,0.55,0.44
U0597,Influencer_130,3,0,0,0,0,0.00,Campaign_16,YouTube,1251620,Mega,0.61,4276.14,1.00,0.62,2651.21,1925171,67124,4.75,3,Medium,0.89,5,41.87,1,0.55,0.44
U0598,Influencer_196,1,0,0,0,0,0.00,Campaign_9,Instagram,543125,Mega,6.56,1439.01,162.00,3.49,5022.14,1031606,13748,17.01,2,Low,0.62,48,23.25,1,-0.24,0.6
U0598,Influencer_196,2,0,0,0,0,0.00,Campaign_9,Instagram,543125,Mega,6.56,1439.01,162.00,3.49,5022.14,1031606,13748,17.01,2,Low,0.62,48,23.25,1,-0.24,0.6
U0598,Influencer_196,3,1,1,1,0,0.00,Campaign_9,Instagram,543125,Mega,6.56,1439.01,162.00,3.49,5022.14,1031606,13748,18.68,2,Low,0.62,48,23.25,1,-0.24,0.6
U0599,Influencer_261,1,0,0,0,0,0.00,Campaign_9,TikTok,1109566,Mega,4.41,1296.92,144.00,1.11,1439.58,786848,14097,27.53,3,Medium,0.57,11,53.42,1,0.77,0.63
U0599,Influencer_261,2,1,1,1,0,0.00,Campaign_9,TikTok,1109566,Mega,4.41,1296.92,144.00,1.11,1439.58,786848,14097,27.53,3,Medium,0.57,11,53.42,1,0.77,0.63
U0599,Influencer_261,3,1,1,0,0,0.00,Campaign_9,TikTok,1109566,Mega,5.47,1296.92,144.00,1.11,1439.58,786848,14097,27.53,3,Medium,0.57,11,53.42,1,0.77,0.63
U0600,Influencer_200,1,1,1,1,0,0.00,Campaign_5,YouTube,335352,Macro,4.70,653.3,89.00,0.23,150.26,46329,1747,19.86,4,High,0.63,44,62.75,0,0.74,0.56
U0600,Influencer_200,2,1,0,0,0,0.00,Campaign_5,YouTube,335352,Macro,3.02,653.3,71.00,0.23,150.26,46329,1747,19.86,4,High,0.63,44,62.75,0,0.74,0.56
U0600,Influencer_200,3,1,0,0,0,0.00,Campaign_5,YouTube,335352,Macro,3.02,653.3,71.00,0.23,150.26,46329,1747,19.86,4,High,0.63,44,62.75,0,0.74,0.56
U0601,Influencer_163,1,1,0,0,0,0.00,Campaign_1,YouTube,838940,Mega,2.71,3575.25,119.00,1.54,5505.88,1546335,82094,4.27,4,High,0.84,31,57.67,1,0.21,0.6
U0601,Influencer_163,2,0,0,0,0,0.00,Campaign_1,YouTube,838940,Mega,2.71,3575.25,119.00,1.54,5505.88,1546335,82094,4.27,4,High,0.84,31,57.67,1,0.21,0.6
U0601,Influencer_163,3,0,0,0,0,0.00,Campaign_1,YouTube,838940,Mega,2.71,3575.25,119.00,1.54,5505.88,1546335,82094,4.27,4,High,0.84,31,57.67,1,0.21,0.6
U0602,Influencer_71,1,0,0,0,0,0.00,Campaign_9,YouTube,859393,Mega,1.59,2691.43,82.00,0.32,861.26,767978,50883,13.95,4,High,0.72,55,44.16,1,0.84,0.56
U0602,Influencer_71,2,0,0,0,0,0.00,Campaign_9,YouTube,859393,Mega,1.59,2691.43,82.00,0.32,861.26,767978,50883,13.95,4,High,0.72,55,44.16,1,0.84,0.56
U0602,Influencer_71,3,0,0,0,0,0.00,Campaign_9,YouTube,859393,Mega,1.59,2691.43,82.00,0.32,861.26,767978,50883,13.95,4,High,0.72,55,44.16,1,0.84,0.56
U0603,Influencer_10,1,1,0,0,0,0.00,Campaign_13,TikTok,716059,Mega,9.84,2184.11,180.00,0.5,1092.06,749988,25279,19.22,3,Medium,0.98,10,28.25,1,-0.09,0.8
U0603,Influencer_10,2,0,0,0,0,0.00,Campaign_13,TikTok,716059,Mega,9.84,2184.11,180.00,0.5,1092.06,749988,25279,19.22,3,Medium,0.98,10,28.25,1,-0.09,0.8
U0603,Influencer_10,3,1,1,0,0,0.00,Campaign_13,TikTok,716059,Mega,5.47,2184.11,180.00,0.5,1092.06,749988,25279,13.57,3,Medium,0.98,10,28.25,1,-0.09,0.8
U0604,Influencer_45,1,0,0,0,0,0.00,Campaign_20,TikTok,1691105,Mega,4.13,3213.99,47.00,2.2,7070.78,510901,40908,8.49,5,High,0.53,41,47.55,1,-0.21,0.49
U0604,Influencer_45,2,1,1,0,0,0.00,Campaign_20,TikTok,1691105,Mega,4.13,3213.99,89.00,2.2,7070.78,510901,40908,8.49,5,High,0.53,41,47.55,1,-0.21,0.49
U0604,Influencer_45,3,1,0,0,0,0.00,Campaign_20,TikTok,1691105,Mega,4.13,3213.99,47.00,2.2,7070.78,510901,40908,8.49,5,High,0.53,41,47.55,1,-0.21,0.49
U0605,Influencer_183,1,0,0,0,0,0.00,Campaign_12,YouTube,806300,Mega,4.70,3130.27,21.00,0.79,2472.91,190778,16504,36.22,5,High,0.42,11,67.16,1,0.23,0.46
U0605,Influencer_183,2,1,0,0,0,0.00,Campaign_12,YouTube,806300,Mega,4.70,3130.27,21.00,0.79,2472.91,190778,16504,36.22,5,High,0.42,11,67.16,1,0.23,0.46
U0605,Influencer_183,3,0,0,0,0,0.00,Campaign_12,YouTube,806300,Mega,4.70,3130.27,21.00,0.79,2472.91,190778,16504,36.22,5,High,0.42,11,67.16,1,0.23,0.46
U0606,Influencer_69,1,1,1,0,0,0.00,Campaign_14,TikTok,1463248,Mega,5.28,4972.6,89.00,0.98,4873.15,536005,7316,30.47,2,Low,0.67,17,52.31,0,-0.45,0.47
U0606,Influencer_69,2,1,0,0,0,0.00,Campaign_14,TikTok,1463248,Mega,5.47,4972.6,96.00,0.98,4873.15,536005,7316,30.47,2,Low,0.67,17,52.31,0,-0.45,0.47
U0606,Influencer_69,3,0,0,0,0,0.00,Campaign_14,TikTok,1463248,Mega,5.28,4972.6,96.00,0.98,4873.15,536005,7316,30.47,2,Low,0.67,17,52.31,0,-0.45,0.47
U0607,Influencer_293,1,1,0,0,0,0.00,Campaign_15,TikTok,1113507,Mega,8.97,3550.93,149.00,2.13,7563.48,814883,63468,14.9,5,High,0.87,12,61.27,1,-0.28,0.75
U0607,Influencer_293,2,1,1,1,0,0.00,Campaign_15,TikTok,1113507,Mega,8.97,3550.93,149.00,2.13,7563.48,814883,63468,14.9,5,High,0.87,12,61.27,1,-0.28,0.75
U0607,Influencer_293,3,1,1,1,0,0.00,Campaign_15,TikTok,1113507,Mega,8.97,3550.93,149.00,2.13,7563.48,814883,63468,14.9,5,High,0.87,12,61.27,1,-0.28,0.75
U0608,Influencer_300,1,0,0,0,0,0.00,Campaign_11,Instagram,416551,Macro,2.64,3588.65,61.00,3.89,13959.85,93413,1005,9.86,3,Medium,0.43,55,36.09,1,0.06,0.43
U0608,Influencer_300,2,0,0,0,0,0.00,Campaign_11,Instagram,416551,Macro,2.64,3588.65,61.00,3.89,13959.85,93413,1005,9.86,3,Medium,0.43,55,36.09,1,0.06,0.43
U0608,Influencer_300,3,0,0,0,0,0.00,Campaign_11,Instagram,416551,Macro,2.64,3588.65,61.00,3.89,13959.85,93413,1005,9.86,3,Medium,0.43,55,36.09,1,0.06,0.43
U0609,Influencer_106,1,1,1,1,1,73.88,Campaign_19,YouTube,251365,Macro,8.03,3845.71,89.00,0.51,1961.31,202219,9010,7.8,5,High,0.8,27,15.1,1,0.25,0.74
U0609,Influencer_106,2,1,1,1,0,0.00,Campaign_19,YouTube,251365,Macro,8.03,3845.71,89.00,0.51,1961.31,202219,9010,7.8,5,High,0.8,27,15.1,1,0.25,0.74
U0609,Influencer_106,3,1,0,0,0,0.00,Campaign_19,YouTube,251365,Macro,8.03,3845.71,104.00,0.51,1961.31,202219,9010,7.8,5,High,0.8,27,15.1,1,0.25,0.74
U0610,Influencer_262,1,1,1,0,0,0.00,Campaign_3,Instagram,133302,Mid-Tier,8.12,4831.35,39.00,2.79,13479.47,76932,3250,0,4,High,0.47,42,11.93,1,0.95,0.69
U0610,Influencer_262,2,1,0,0,0,0.00,Campaign_3,Instagram,133302,Mid-Tier,8.12,4831.35,39.00,2.79,13479.47,76932,3250,0,4,High,0.47,42,11.93,1,0.95,0.69
U0610,Influencer_262,3,0,0,0,0,0.00,Campaign_3,Instagram,133302,Mid-Tier,8.12,4831.35,39.00,2.79,13479.47,76932,3250,0,4,High,0.47,42,11.93,1,0.95,0.69
U0611,Influencer_271,1,0,0,0,0,0.00,Campaign_3,Instagram,1025462,Mega,0.98,2750.61,183.00,0.3,825.18,901241,44021,20.25,1,Low,0.55,21,66.71,1,0.99,0.57
U0611,Influencer_271,2,0,0,0,0,0.00,Campaign_3,Instagram,1025462,Mega,0.98,2750.61,183.00,0.3,825.18,901241,44021,20.25,1,Low,0.55,21,66.71,1,0.99,0.57
U0611,Influencer_271,3,1,1,0,0,0.00,Campaign_3,Instagram,1025462,Mega,0.98,2750.61,183.00,0.3,825.18,901241,44021,18.68,1,Low,0.55,21,66.71,1,0.99,0.57
U0612,Influencer_59,1,0,0,0,0,0.00,Campaign_10,YouTube,1583742,Mega,2.16,2401.46,181.00,2.94,7060.29,549440,22052,28.14,1,Low,0.6,31,45.42,1,0.53,0.54
U0612,Influencer_59,2,0,0,0,0,0.00,Campaign_10,YouTube,1583742,Mega,2.16,2401.46,181.00,2.94,7060.29,549440,22052,28.14,1,Low,0.6,31,45.42,1,0.53,0.54
U0612,Influencer_59,3,0,0,0,0,0.00,Campaign_10,YouTube,1583742,Mega,2.16,2401.46,181.00,2.94,7060.29,549440,22052,28.14,1,Low,0.6,31,45.42,1,0.53,0.54
U0613,Influencer_37,1,1,1,1,1,70.29,Campaign_6,Instagram,290441,Macro,7.11,1478.49,24.00,2.46,3637.09,139276,11416,14.71,5,High,0.5,42,23.06,1,0.97,0.65
U0613,Influencer_37,2,0,0,0,0,0.00,Campaign_6,Instagram,290441,Macro,7.11,1478.49,24.00,2.46,3637.09,139276,11416,14.71,5,High,0.5,42,23.06,1,0.97,0.65
U0613,Influencer_37,3,0,0,0,0,0.00,Campaign_6,Instagram,290441,Macro,5.11,1478.49,24.00,2.46,3637.09,139276,11416,14.71,5,High,0.5,42,23.06,1,0.97,0.65
U0614,Influencer_99,1,1,0,0,0,0.00,Campaign_7,Instagram,1927282,Mega,3.98,3389.12,24.00,3.89,13183.68,2897737,141049,18.68,1,Low,0.52,33,33.7,1,0.42,0.44
U0614,Influencer_99,2,1,0,0,0,0.00,Campaign_7,Instagram,1927282,Mega,3.98,3389.12,24.00,3.89,13183.68,2897737,141049,11.85,1,Low,0.52,33,33.7,1,0.42,0.44
U0614,Influencer_99,3,0,0,0,0,0.00,Campaign_7,Instagram,1927282,Mega,3.98,3389.12,24.00,3.89,13183.68,2897737,141049,11.85,1,Low,0.52,33,33.7,1,0.42,0.44
U0615,Influencer_58,1,1,1,1,0,0.00,Campaign_2,TikTok,983929,Mega,4.20,2171.08,97.00,3.32,7207.99,1122896,67218,19.75,3,Medium,0.4,15,26.4,1,-0.22,0.46
U0615,Influencer_58,2,1,1,0,0,0.00,Campaign_2,TikTok,983929,Mega,4.20,2171.08,97.00,3.32,7207.99,1122896,67218,19.75,3,Medium,0.4,15,26.4,1,-0.22,0.46
U0615,Influencer_58,3,1,1,0,0,0.00,Campaign_2,TikTok,983929,Mega,4.20,2171.08,97.00,3.32,7207.99,1122896,67218,19.75,3,Medium,0.4,15,26.4,1,-0.22,0.46
U0616,Influencer_296,1,1,1,0,0,0.00,Campaign_14,YouTube,1049874,Mega,1.47,4482.56,62.00,0.78,3496.4,2046761,192586,8.65,5,High,0.83,42,48.83,1,-0.07,0.49
U0616,Influencer_296,2,0,0,0,0,0.00,Campaign_14,YouTube,1049874,Mega,1.47,4482.56,62.00,0.78,3496.4,2046761,192586,8.65,5,High,0.83,42,48.83,1,-0.07,0.49
U0616,Influencer_296,3,0,0,0,0,0.00,Campaign_14,YouTube,1049874,Mega,1.47,4482.56,62.00,0.78,3496.4,2046761,192586,20.94,5,High,0.83,42,48.83,1,-0.07,0.49
U0617,Influencer_148,1,1,1,0,0,0.00,Campaign_3,TikTok,454435,Macro,6.53,4917.99,150.00,3.86,18983.44,875136,41535,32.91,5,High,0.94,43,23.69,1,-0.25,0.67
U0617,Influencer_148,2,1,1,0,0,0.00,Campaign_3,TikTok,454435,Macro,6.53,4917.99,150.00,3.86,18983.44,875136,41535,32.91,5,High,0.94,43,23.69,1,-0.25,0.67
U0617,Influencer_148,3,0,0,0,0,0.00,Campaign_3,TikTok,454435,Macro,6.53,4917.99,89.00,3.86,18983.44,875136,41535,32.91,5,High,0.94,43,23.69,1,-0.25,0.67
U0618,Influencer_60,1,0,0,0,0,0.00,Campaign_12,YouTube,1664945,Mega,6.63,649.33,37.00,0.76,493.49,1084211,63448,26.9,1,Low,0.86,50,62.39,1,-0.34,0.47
U0618,Influencer_60,2,1,1,0,0,0.00,Campaign_12,YouTube,1664945,Mega,6.63,649.33,37.00,0.76,493.49,1084211,63448,26.9,1,Low,0.86,50,62.39,1,-0.34,0.47
U0618,Influencer_60,3,1,0,0,0,0.00,Campaign_12,YouTube,1664945,Mega,6.63,649.33,37.00,0.76,493.49,1084211,63448,26.9,1,Low,0.86,50,62.39,1,-0.34,0.47
U0619,Influencer_51,1,0,0,0,0,0.00,Campaign_13,TikTok,1368274,Mega,8.57,204.47,115.00,3.25,664.53,2415763,103425,16.07,4,High,0.74,8,32.31,1,0.07,0.7
U0619,Influencer_51,2,1,1,0,0,0.00,Campaign_13,TikTok,1368274,Mega,8.57,204.47,115.00,3.25,664.53,2415763,103425,16.07,4,High,0.74,8,32.31,1,0.07,0.7
U0619,Influencer_51,3,1,0,0,0,0.00,Campaign_13,TikTok,1368274,Mega,8.57,204.47,115.00,3.25,664.53,2415763,103425,16.07,4,High,0.74,8,32.31,1,0.07,0.7
